"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HF","AF","HC","AC","HY","AY","HR","AR","season"
"D1","29/10/00","FC Koln","Stuttgart",3,2,"H",2,2,"D",17,22,18,22,3,5,4,3,0,0,"00/01"
"D1","28/10/00","Werder Bremen","Bayern Munich",1,1,"D",1,1,"D",10,16,20,21,5,4,2,3,0,0,"00/01"
"D1","28/10/00","Unterhaching","Hamburg",2,1,"H",0,1,"A",16,7,18,6,6,6,1,0,0,0,"00/01"
"D1","28/10/00","Schalke 04","Leverkusen",0,0,"D",0,0,"D",14,6,14,11,5,3,3,3,0,0,"00/01"
"D1","28/10/00","Hansa Rostock","Wolfsburg",1,1,"D",0,1,"A",15,13,9,4,5,3,0,5,0,0,"00/01"
"D1","28/10/00","Ein Frankfurt","Freiburg",3,0,"H",2,0,"H",15,13,25,14,9,3,1,4,0,1,"00/01"
"D1","28/10/00","Dortmund","Kaiserslautern",1,2,"A",0,1,"A",15,5,12,29,10,2,2,2,0,0,"00/01"
"D1","27/10/00","Cottbus","Bochum",2,0,"H",2,0,"H",11,9,17,24,7,7,3,3,0,0,"00/01"
"D1","22/10/00","Freiburg","Schalke 04",3,1,"H",1,0,"H",14,14,13,8,11,7,1,1,0,0,"00/01"
"D1","22/10/00","Bochum","Hansa Rostock",1,2,"A",0,0,"D",25,12,17,22,10,8,0,1,0,0,"00/01"
"D1","21/10/00","Wolfsburg","FC Koln",6,0,"H",4,0,"H",8,10,19,18,3,5,1,3,0,0,"00/01"
"D1","21/10/00","Stuttgart","Unterhaching",2,2,"D",1,2,"A",23,6,5,15,16,2,1,1,0,0,"00/01"
"D1","21/10/00","Leverkusen","Dortmund",2,0,"H",1,0,"H",16,13,25,34,5,2,1,2,0,0,"00/01"
"D1","21/10/00","Hertha","Cottbus",3,1,"H",1,1,"D",15,5,23,14,8,3,2,2,0,0,"00/01"
"D1","21/10/00","Hamburg","Ein Frankfurt",2,0,"H",1,0,"H",12,3,10,13,11,1,3,1,0,0,"00/01"
"D1","21/10/00","Bayern Munich","Munich 1860",3,1,"H",1,0,"H",14,12,21,16,5,4,1,5,0,1,"00/01"
"D1","20/10/00","Kaiserslautern","Werder Bremen",2,0,"H",1,0,"H",3,10,11,11,2,4,1,4,0,0,"00/01"
"D1","15/10/00","Unterhaching","Wolfsburg",0,3,"A",0,1,"A",9,11,28,12,6,3,2,1,0,0,"00/01"
"D1","15/10/00","Hansa Rostock","Hertha",0,2,"A",0,1,"A",12,15,20,15,8,6,4,3,1,1,"00/01"
"D1","14/10/00","Werder Bremen","Leverkusen",3,3,"D",0,1,"A",11,6,12,21,5,7,4,2,0,1,"00/01"
"D1","14/10/00","Stuttgart","Hamburg",3,3,"D",2,2,"D",17,10,16,16,2,5,3,3,0,0,"00/01"
"D1","14/10/00","Schalke 04","Ein Frankfurt",4,0,"H",1,0,"H",16,5,15,12,9,2,4,2,0,1,"00/01"
"D1","14/10/00","Cottbus","Bayern Munich",1,0,"H",1,0,"H",15,8,23,22,1,5,1,5,0,0,"00/01"
"D1","14/10/00","Munich 1860","Kaiserslautern",0,4,"A",0,1,"A",11,17,14,13,11,1,3,3,1,0,"00/01"
"D1","14/10/00","FC Koln","Bochum",2,0,"H",0,0,"D",21,8,17,11,2,1,3,3,0,0,"00/01"
"D1","13/10/00","Dortmund","Freiburg",1,0,"H",0,0,"D",25,3,24,18,9,3,1,2,0,0,"00/01"
"D1","01/10/00","Wolfsburg","Stuttgart",2,2,"D",1,1,"D",15,15,18,15,4,7,0,0,0,0,"00/01"
"D1","01/10/00","Freiburg","Werder Bremen",0,1,"A",0,0,"D",6,13,7,7,6,10,3,3,0,0,"00/01"
"D1","30/09/00","Leverkusen","Munich 1860",0,0,"D",0,0,"D",23,19,15,18,14,8,3,3,1,0,"00/01"
"D1","30/09/00","Kaiserslautern","Cottbus",1,1,"D",1,0,"H",8,14,13,21,11,5,2,2,0,0,"00/01"
"D1","30/09/00","Hertha","FC Koln",4,2,"H",3,2,"H",16,9,23,20,5,10,2,2,0,0,"00/01"
"D1","30/09/00","Hamburg","Schalke 04",2,0,"H",1,0,"H",7,6,17,15,3,7,2,2,0,1,"00/01"
"D1","30/09/00","Bochum","Unterhaching",3,0,"H",0,0,"D",12,3,16,11,9,5,3,1,0,0,"00/01"
"D1","30/09/00","Bayern Munich","Hansa Rostock",0,1,"A",0,1,"A",26,8,12,15,6,5,1,2,0,0,"00/01"
"D1","29/09/00","Ein Frankfurt","Dortmund",1,1,"D",1,0,"H",10,12,7,11,4,6,2,3,0,0,"00/01"
"D1","24/09/00","Unterhaching","Hertha",5,2,"H",2,1,"H",8,12,10,10,7,5,1,2,0,0,"00/01"
"D1","24/09/00","Hansa Rostock","Kaiserslautern",1,0,"H",0,0,"D",11,11,19,26,13,6,2,1,0,0,"00/01"
"D1","23/09/00","Wolfsburg","Hamburg",4,4,"D",2,1,"H",15,7,20,29,4,5,1,2,0,0,"00/01"
"D1","23/09/00","Werder Bremen","Ein Frankfurt",1,1,"D",1,1,"D",10,6,15,18,6,6,2,0,0,1,"00/01"
"D1","23/09/00","Stuttgart","Bochum",1,1,"D",0,1,"A",16,8,14,16,11,2,4,2,0,0,"00/01"
"D1","23/09/00","Dortmund","Schalke 04",0,4,"A",0,2,"A",10,8,17,14,7,4,2,2,0,0,"00/01"
"D1","23/09/00","Cottbus","Leverkusen",1,2,"A",1,1,"D",8,14,19,19,6,4,1,3,1,0,"00/01"
"D1","23/09/00","FC Koln","Bayern Munich",1,2,"A",1,1,"D",22,19,11,11,10,6,0,0,0,0,"00/01"
"D1","22/09/00","Munich 1860","Freiburg",3,1,"H",0,1,"A",13,9,9,21,7,8,1,3,0,1,"00/01"
"D1","17/09/00","Schalke 04","Werder Bremen",1,1,"D",0,0,"D",12,7,23,26,5,3,2,3,0,0,"00/01"
"D1","17/09/00","Hertha","Stuttgart",2,0,"H",0,0,"D",10,6,16,15,10,8,0,0,0,0,"00/01"
"D1","16/09/00","Leverkusen","Hansa Rostock",1,2,"A",0,2,"A",26,5,19,21,14,4,2,2,0,0,"00/01"
"D1","16/09/00","Hamburg","Dortmund",2,3,"A",1,1,"D",9,7,17,18,6,8,2,1,0,0,"00/01"
"D1","16/09/00","Freiburg","Cottbus",4,1,"H",0,0,"D",20,7,17,9,7,3,1,1,0,0,"00/01"
"D1","16/09/00","Ein Frankfurt","Munich 1860",1,0,"H",1,0,"H",9,16,18,24,7,6,3,4,0,0,"00/01"
"D1","16/09/00","Bochum","Wolfsburg",2,1,"H",1,0,"H",9,21,13,15,5,16,2,3,0,0,"00/01"
"D1","16/09/00","Bayern Munich","Unterhaching",3,1,"H",1,1,"D",15,14,16,20,4,6,2,0,0,0,"00/01"
"D1","15/09/00","Kaiserslautern","FC Koln",3,1,"H",1,1,"D",18,13,14,15,5,3,1,1,1,0,"00/01"
"D1","10/09/00","Hansa Rostock","Freiburg",0,0,"D",0,0,"D",14,7,28,18,13,7,1,2,0,0,"00/01"
"D1","10/09/00","Cottbus","Ein Frankfurt",2,0,"H",0,0,"D",17,10,15,15,8,2,2,4,0,0,"00/01"
"D1","09/09/00","Wolfsburg","Hertha",2,1,"H",1,0,"H",14,10,22,17,7,9,2,3,0,0,"00/01"
"D1","09/09/00","Werder Bremen","Dortmund",1,2,"A",0,1,"A",9,14,12,23,3,3,3,2,0,0,"00/01"
"D1","09/09/00","Stuttgart","Bayern Munich",2,1,"H",1,1,"D",8,9,18,21,6,3,3,3,0,0,"00/01"
"D1","09/09/00","Bochum","Hamburg",0,4,"A",0,2,"A",2,21,20,18,3,5,1,2,1,0,"00/01"
"D1","09/09/00","Munich 1860","Schalke 04",1,1,"D",0,0,"D",16,8,17,10,8,2,2,3,0,0,"00/01"
"D1","09/09/00","FC Koln","Leverkusen",1,1,"D",0,1,"A",7,9,11,21,2,8,2,2,0,1,"00/01"
"D1","08/09/00","Unterhaching","Kaiserslautern",0,0,"D",0,0,"D",18,19,23,15,8,8,0,1,0,0,"00/01"
"D1","06/09/00","Hertha","Bochum",4,0,"H",3,0,"H",21,8,13,8,3,6,0,2,0,0,"00/01"
"D1","06/09/00","Hamburg","Werder Bremen",2,1,"H",1,0,"H",18,6,20,20,10,3,2,2,0,0,"00/01"
"D1","06/09/00","Ein Frankfurt","Hansa Rostock",4,0,"H",0,0,"D",6,12,16,13,3,5,3,3,1,1,"00/01"
"D1","06/09/00","Dortmund","Munich 1860",2,3,"A",1,1,"D",12,8,12,20,7,4,3,2,0,0,"00/01"
"D1","06/09/00","Bayern Munich","Wolfsburg",3,1,"H",2,0,"H",16,15,16,19,11,5,0,3,0,0,"00/01"
"D1","05/09/00","Schalke 04","Cottbus",3,0,"H",2,0,"H",15,5,16,13,5,2,0,4,0,0,"00/01"
"D1","05/09/00","Leverkusen","Unterhaching",1,0,"H",1,0,"H",17,0,21,29,8,0,5,2,0,1,"00/01"
"D1","05/09/00","Kaiserslautern","Stuttgart",1,0,"H",1,0,"H",7,16,16,24,3,6,4,2,0,0,"00/01"
"D1","05/09/00","Freiburg","FC Koln",0,0,"D",0,0,"D",13,11,13,13,9,3,1,3,0,0,"00/01"
"D1","20/08/00","Hansa Rostock","Schalke 04",0,4,"A",0,3,"A",17,16,12,10,5,4,2,3,1,0,"00/01"
"D1","20/08/00","FC Koln","Ein Frankfurt",4,1,"H",2,0,"H",12,6,17,9,1,12,0,1,0,0,"00/01"
"D1","19/08/00","Wolfsburg","Kaiserslautern",4,0,"H",1,0,"H",18,14,16,20,7,7,2,3,0,1,"00/01"
"D1","19/08/00","Unterhaching","Freiburg",1,1,"D",1,0,"H",13,12,14,12,6,5,2,2,0,0,"00/01"
"D1","19/08/00","Stuttgart","Leverkusen",4,1,"H",2,0,"H",9,6,13,26,8,4,1,4,0,0,"00/01"
"D1","19/08/00","Hertha","Hamburg",4,0,"H",3,0,"H",11,5,13,13,6,3,4,3,0,1,"00/01"
"D1","19/08/00","Bochum","Bayern Munich",0,3,"A",0,3,"A",14,13,11,11,7,1,1,0,0,0,"00/01"
"D1","19/08/00","Munich 1860","Werder Bremen",2,1,"H",1,1,"D",11,7,10,12,2,5,0,0,0,0,"00/01"
"D1","18/08/00","Cottbus","Dortmund",1,4,"A",0,0,"D",11,10,25,20,8,4,2,2,0,0,"00/01"
"D1","13/08/00","Schalke 04","FC Koln",2,1,"H",2,0,"H",16,10,15,26,6,5,2,3,0,0,"00/01"
"D1","13/08/00","Ein Frankfurt","Unterhaching",3,0,"H",1,0,"H",7,15,15,19,7,6,1,1,0,0,"00/01"
"D1","12/08/00","Werder Bremen","Cottbus",3,1,"H",2,1,"H",12,3,9,6,3,2,3,3,0,0,"00/01"
"D1","12/08/00","Leverkusen","Wolfsburg",2,0,"H",2,0,"H",18,5,25,22,6,4,0,2,0,0,"00/01"
"D1","12/08/00","Kaiserslautern","Bochum",0,1,"A",0,0,"D",11,5,9,8,5,5,1,0,0,0,"00/01"
"D1","12/08/00","Hamburg","Munich 1860",2,2,"D",2,2,"D",18,9,0,0,5,3,2,2,0,1,"00/01"
"D1","12/08/00","Freiburg","Stuttgart",4,0,"H",2,0,"H",15,18,22,17,4,7,1,1,0,0,"00/01"
"D1","12/08/00","Bayern Munich","Hertha",4,1,"H",1,0,"H",14,11,13,12,4,9,1,0,0,0,"00/01"
"D1","11/08/00","Dortmund","Hansa Rostock",1,0,"H",0,0,"D",17,5,25,19,7,3,1,5,0,0,"00/01"
"D1","04/05/02","Stuttgart","Kaiserslautern",4,3,"H",1,1,"D",11,10,17,14,5,2,2,3,0,0,"01/02"
"D1","04/05/02","St Pauli","Nurnberg",2,3,"A",1,2,"A",8,11,12,16,11,5,0,3,0,0,"01/02"
"D1","04/05/02","Schalke 04","Wolfsburg",1,2,"A",0,1,"A",17,14,9,14,4,1,2,1,0,0,"01/02"
"D1","04/05/02","M'gladbach","Munich 1860",2,4,"A",1,1,"D",22,13,7,16,9,5,0,0,0,0,"01/02"
"D1","04/05/02","Leverkusen","Hertha",2,1,"H",1,0,"H",8,5,15,15,10,2,0,0,0,0,"01/02"
"D1","04/05/02","Freiburg","Hamburg",4,3,"H",2,2,"D",11,15,14,15,5,5,2,1,0,0,"01/02"
"D1","04/05/02","Dortmund","Werder Bremen",2,1,"H",1,1,"D",12,8,15,25,8,1,1,3,0,1,"01/02"
"D1","04/05/02","Cottbus","FC Koln",2,3,"A",0,1,"A",14,9,19,15,11,1,3,2,0,0,"01/02"
"D1","04/05/02","Bayern Munich","Hansa Rostock",3,2,"H",1,0,"H",21,9,20,21,7,6,0,2,0,0,"01/02"
"D1","27/04/02","Wolfsburg","Bayern Munich",0,1,"A",0,1,"A",14,7,12,15,6,0,1,3,0,0,"01/02"
"D1","27/04/02","Werder Bremen","St Pauli",3,2,"H",0,2,"A",23,6,19,15,7,2,3,2,1,0,"01/02"
"D1","27/04/02","Nurnberg","Leverkusen",1,0,"H",1,0,"H",10,16,21,16,1,9,1,5,0,0,"01/02"
"D1","27/04/02","Munich 1860","Stuttgart",3,3,"D",0,2,"A",13,11,16,12,6,2,3,3,1,0,"01/02"
"D1","27/04/02","Kaiserslautern","Cottbus",4,0,"H",2,0,"H",19,5,12,17,10,2,0,3,0,0,"01/02"
"D1","27/04/02","Hertha","Schalke 04",2,0,"H",0,0,"D",15,4,8,13,3,3,2,3,0,0,"01/02"
"D1","27/04/02","Hansa Rostock","M'gladbach",1,1,"D",1,1,"D",19,15,12,18,16,3,1,1,0,0,"01/02"
"D1","27/04/02","Hamburg","Dortmund",3,4,"A",1,2,"A",12,13,24,12,8,4,3,3,1,1,"01/02"
"D1","27/04/02","FC Koln","Freiburg",2,0,"H",1,0,"H",9,12,25,11,9,7,2,2,0,0,"01/02"
"D1","21/04/02","M'gladbach","Stuttgart",2,2,"D",0,0,"D",13,10,9,12,12,6,1,3,0,0,"01/02"
"D1","21/04/02","Freiburg","Kaiserslautern",3,1,"H",0,0,"D",19,25,18,20,8,6,1,4,0,0,"01/02"
"D1","20/04/02","Wolfsburg","Hansa Rostock",4,0,"H",4,0,"H",16,8,18,13,8,6,0,0,0,0,"01/02"
"D1","20/04/02","Schalke 04","Nurnberg",2,1,"H",0,0,"D",13,16,7,18,8,5,2,1,0,0,"01/02"
"D1","20/04/02","Leverkusen","Werder Bremen",1,2,"A",1,1,"D",17,9,17,17,15,2,2,2,0,0,"01/02"
"D1","20/04/02","Dortmund","FC Koln",2,1,"H",1,0,"H",23,7,16,18,4,4,3,5,0,0,"01/02"
"D1","20/04/02","Cottbus","Munich 1860",1,1,"D",0,0,"D",25,11,12,18,8,5,1,2,0,0,"01/02"
"D1","20/04/02","Bayern Munich","Hertha",3,0,"H",0,0,"D",13,4,16,20,4,1,2,3,0,1,"01/02"
"D1","19/04/02","St Pauli","Hamburg",0,4,"A",0,2,"A",14,19,24,21,6,3,4,3,0,0,"01/02"
"D1","14/04/02","Stuttgart","Cottbus",0,0,"D",0,0,"D",16,10,17,29,10,5,0,3,0,0,"01/02"
"D1","14/04/02","Kaiserslautern","Dortmund",1,0,"H",0,0,"D",20,10,22,16,7,3,3,1,0,0,"01/02"
"D1","13/04/02","Werder Bremen","Schalke 04",3,0,"H",1,0,"H",11,10,17,17,5,4,1,3,0,0,"01/02"
"D1","13/04/02","Nurnberg","Bayern Munich",1,2,"A",0,2,"A",19,15,13,11,10,3,2,3,1,0,"01/02"
"D1","13/04/02","Munich 1860","Freiburg",5,2,"H",3,1,"H",26,10,12,11,9,2,2,0,0,0,"01/02"
"D1","13/04/02","M'gladbach","Wolfsburg",0,2,"A",0,0,"D",15,12,16,17,6,5,1,0,0,0,"01/02"
"D1","13/04/02","Hertha","Hansa Rostock",1,0,"H",1,0,"H",12,10,16,9,3,2,2,0,0,0,"01/02"
"D1","13/04/02","Hamburg","Leverkusen",1,1,"D",1,1,"D",14,14,24,23,7,5,3,5,0,0,"01/02"
"D1","13/04/02","FC Koln","St Pauli",2,1,"H",1,0,"H",23,14,22,16,8,1,3,2,0,0,"01/02"
"D1","07/04/02","Freiburg","Stuttgart",0,2,"A",0,0,"D",12,9,21,9,7,4,4,1,0,0,"01/02"
"D1","07/04/02","Dortmund","Munich 1860",2,1,"H",2,1,"H",21,9,20,19,7,1,3,4,0,0,"01/02"
"D1","06/04/02","Wolfsburg","Hertha",1,3,"A",1,2,"A",9,10,10,13,10,3,3,3,0,0,"01/02"
"D1","06/04/02","St Pauli","Kaiserslautern",1,1,"D",0,0,"D",9,12,24,25,7,1,3,8,1,1,"01/02"
"D1","06/04/02","Schalke 04","Hamburg",2,0,"H",2,0,"H",16,14,14,17,6,1,0,1,0,0,"01/02"
"D1","06/04/02","Leverkusen","FC Koln",2,0,"H",2,0,"H",13,9,18,19,5,2,2,4,0,0,"01/02"
"D1","06/04/02","Hansa Rostock","Nurnberg",1,0,"H",1,0,"H",9,5,15,16,11,4,3,1,0,0,"01/02"
"D1","06/04/02","Cottbus","M'gladbach",3,3,"D",2,1,"H",10,13,17,17,8,6,3,3,0,0,"01/02"
"D1","06/04/02","Bayern Munich","Werder Bremen",2,2,"D",1,1,"D",16,9,11,12,6,2,1,2,0,0,"01/02"
"D1","31/03/02","Werder Bremen","Hansa Rostock",4,3,"H",1,2,"A",17,10,15,20,7,1,3,3,0,0,"01/02"
"D1","31/03/02","FC Koln","Schalke 04",1,1,"D",0,1,"A",13,8,18,21,8,2,1,2,0,0,"01/02"
"D1","30/03/02","Stuttgart","Dortmund",3,2,"H",2,0,"H",13,17,22,20,2,5,1,2,0,0,"01/02"
"D1","30/03/02","Nurnberg","Wolfsburg",3,0,"H",1,0,"H",18,23,20,14,5,5,3,2,0,0,"01/02"
"D1","30/03/02","Munich 1860","St Pauli",4,2,"H",1,1,"D",22,17,16,15,10,3,3,1,1,0,"01/02"
"D1","30/03/02","M'gladbach","Hertha",3,1,"H",1,1,"D",11,4,10,15,5,6,1,2,0,0,"01/02"
"D1","30/03/02","Kaiserslautern","Leverkusen",2,4,"A",1,2,"A",10,6,22,18,6,3,4,2,0,0,"01/02"
"D1","30/03/02","Hamburg","Bayern Munich",0,0,"D",0,0,"D",11,8,22,20,5,3,4,4,0,0,"01/02"
"D1","30/03/02","Cottbus","Freiburg",2,0,"H",1,0,"H",12,5,19,21,6,4,1,3,0,0,"01/02"
"D1","24/03/02","Wolfsburg","Werder Bremen",2,0,"H",0,0,"D",8,13,11,13,5,5,3,1,0,0,"01/02"
"D1","24/03/02","Dortmund","Cottbus",3,0,"H",2,0,"H",26,14,14,14,6,4,1,3,0,1,"01/02"
"D1","23/03/02","St Pauli","Stuttgart",1,2,"A",0,0,"D",9,7,10,27,12,1,1,2,0,0,"01/02"
"D1","23/03/02","Schalke 04","Kaiserslautern",3,0,"H",1,0,"H",18,10,15,25,7,4,0,4,0,0,"01/02"
"D1","23/03/02","Leverkusen","Munich 1860",4,0,"H",1,0,"H",15,5,19,29,4,0,5,3,0,0,"01/02"
"D1","23/03/02","Hertha","Nurnberg",2,0,"H",2,0,"H",11,16,22,15,4,6,1,4,0,0,"01/02"
"D1","23/03/02","Hansa Rostock","Hamburg",1,1,"D",0,0,"D",17,14,17,24,1,4,0,1,0,0,"01/02"
"D1","23/03/02","Freiburg","M'gladbach",0,1,"A",0,0,"D",10,18,13,20,6,6,0,0,0,0,"01/02"
"D1","23/03/02","Bayern Munich","FC Koln",3,0,"H",0,0,"D",10,7,10,13,14,4,0,2,0,0,"01/02"
"D1","17/03/02","Munich 1860","Schalke 04",1,2,"A",0,1,"A",21,9,20,20,5,7,1,2,0,0,"01/02"
"D1","17/03/02","Freiburg","Dortmund",1,5,"A",1,1,"D",10,18,11,25,6,1,2,2,0,0,"01/02"
"D1","16/03/02","Werder Bremen","Hertha",0,3,"A",0,0,"D",27,12,23,21,12,6,1,0,0,0,"01/02"
"D1","16/03/02","Stuttgart","Leverkusen",0,2,"A",0,2,"A",4,7,18,25,0,2,1,4,1,0,"01/02"
"D1","16/03/02","M'gladbach","Nurnberg",1,0,"H",1,0,"H",20,10,13,21,9,5,3,3,0,0,"01/02"
"D1","16/03/02","Kaiserslautern","Bayern Munich",0,0,"D",0,0,"D",11,12,18,18,7,3,3,3,1,0,"01/02"
"D1","16/03/02","Hamburg","Wolfsburg",1,1,"D",0,1,"A",18,7,15,14,4,7,2,1,0,1,"01/02"
"D1","16/03/02","FC Koln","Hansa Rostock",4,2,"H",0,2,"A",18,11,13,13,6,3,1,1,0,1,"01/02"
"D1","16/03/02","Cottbus","St Pauli",4,0,"H",3,0,"H",16,7,17,14,6,7,3,2,0,0,"01/02"
"D1","10/03/02","Schalke 04","Stuttgart",2,1,"H",0,0,"D",16,10,20,15,6,2,1,3,0,0,"01/02"
"D1","10/03/02","Hertha","Hamburg",6,0,"H",2,0,"H",24,7,17,11,11,2,1,3,0,1,"01/02"
"D1","09/03/02","Wolfsburg","FC Koln",5,1,"H",3,1,"H",11,4,12,14,7,0,0,1,0,0,"01/02"
"D1","09/03/02","St Pauli","Freiburg",1,0,"H",0,0,"D",14,5,9,17,12,5,2,3,0,1,"01/02"
"D1","09/03/02","Nurnberg","Werder Bremen",0,4,"A",0,3,"A",7,9,13,13,2,4,1,1,0,0,"01/02"
"D1","09/03/02","Leverkusen","Cottbus",2,0,"H",1,0,"H",17,6,13,27,12,1,1,4,0,0,"01/02"
"D1","09/03/02","Hansa Rostock","Kaiserslautern",2,1,"H",1,0,"H",17,13,21,23,4,7,2,4,0,1,"01/02"
"D1","09/03/02","Dortmund","M'gladbach",3,1,"H",1,0,"H",12,8,22,19,6,3,2,3,0,0,"01/02"
"D1","09/03/02","Bayern Munich","Munich 1860",2,1,"H",0,0,"D",23,14,13,18,5,8,1,3,0,0,"01/02"
"D1","03/03/02","Kaiserslautern","Wolfsburg",3,2,"H",0,0,"D",17,12,18,20,5,3,3,1,0,0,"01/02"
"D1","03/03/02","Dortmund","St Pauli",1,1,"D",0,1,"A",13,9,24,22,12,5,2,5,0,1,"01/02"
"D1","02/03/02","Stuttgart","Bayern Munich",0,2,"A",0,2,"A",11,11,21,22,5,1,2,3,0,0,"01/02"
"D1","02/03/02","Munich 1860","Hansa Rostock",2,0,"H",1,0,"H",16,13,18,12,3,8,2,2,0,0,"01/02"
"D1","02/03/02","M'gladbach","Werder Bremen",1,0,"H",1,0,"H",18,15,15,11,7,8,1,2,0,0,"01/02"
"D1","02/03/02","Hamburg","Nurnberg",3,1,"H",2,1,"H",9,10,17,14,3,5,3,2,0,0,"01/02"
"D1","02/03/02","Freiburg","Leverkusen",2,2,"D",1,0,"H",7,17,17,21,4,9,4,3,0,0,"01/02"
"D1","02/03/02","FC Koln","Hertha",1,1,"D",0,1,"A",9,11,22,15,3,9,1,1,0,0,"01/02"
"D1","02/03/02","Cottbus","Schalke 04",2,0,"H",1,0,"H",10,15,14,21,3,9,3,1,0,0,"01/02"
"D1","24/02/02","Werder Bremen","Hamburg",0,1,"A",0,0,"D",20,7,18,19,11,2,3,2,0,0,"01/02"
"D1","24/02/02","Leverkusen","Dortmund",4,0,"H",1,0,"H",16,9,18,20,4,4,3,3,0,1,"01/02"
"D1","23/02/02","Wolfsburg","Munich 1860",1,3,"A",0,0,"D",17,21,21,22,6,5,2,1,1,0,"01/02"
"D1","23/02/02","St Pauli","M'gladbach",1,1,"D",1,1,"D",8,7,16,20,10,5,3,1,0,0,"01/02"
"D1","23/02/02","Schalke 04","Freiburg",3,0,"H",3,0,"H",13,5,19,17,8,3,3,5,0,0,"01/02"
"D1","23/02/02","Nurnberg","FC Koln",2,0,"H",1,0,"H",16,9,9,17,7,5,2,3,0,0,"01/02"
"D1","23/02/02","Hertha","Kaiserslautern",5,1,"H",3,1,"H",20,13,19,18,8,5,2,2,0,0,"01/02"
"D1","23/02/02","Hansa Rostock","Stuttgart",1,1,"D",1,0,"H",11,9,18,19,6,3,3,1,0,1,"01/02"
"D1","23/02/02","Bayern Munich","Cottbus",6,0,"H",3,0,"H",16,5,9,20,7,2,1,1,0,1,"01/02"
"D1","17/02/02","FC Koln","Werder Bremen",0,0,"D",0,0,"D",17,10,12,17,12,2,2,1,0,1,"01/02"
"D1","17/02/02","Cottbus","Hansa Rostock",3,0,"H",2,0,"H",16,14,31,22,4,7,6,2,0,0,"01/02"
"D1","16/02/02","Stuttgart","Wolfsburg",2,1,"H",1,0,"H",12,11,13,25,5,5,0,2,0,0,"01/02"
"D1","16/02/02","St Pauli","Leverkusen",2,2,"D",1,1,"D",8,14,15,17,3,6,3,4,0,0,"01/02"
"D1","16/02/02","Munich 1860","Hertha",0,3,"A",0,1,"A",16,21,19,31,6,7,1,1,0,0,"01/02"
"D1","16/02/02","M'gladbach","Hamburg",2,1,"H",2,1,"H",19,13,15,16,4,8,1,2,0,1,"01/02"
"D1","16/02/02","Kaiserslautern","Nurnberg",2,1,"H",1,0,"H",11,11,20,17,3,6,2,2,0,0,"01/02"
"D1","16/02/02","Freiburg","Bayern Munich",0,2,"A",0,2,"A",13,25,9,12,7,4,0,0,0,0,"01/02"
"D1","16/02/02","Dortmund","Schalke 04",1,1,"D",0,1,"A",27,8,16,30,6,0,2,3,0,0,"01/02"
"D1","10/02/02","Nurnberg","Munich 1860",2,1,"H",1,0,"H",17,8,14,18,12,4,2,3,0,0,"01/02"
"D1","10/02/02","Hamburg","FC Koln",4,0,"H",1,0,"H",19,6,18,16,6,3,3,3,0,1,"01/02"
"D1","09/02/02","Wolfsburg","Cottbus",2,1,"H",2,0,"H",18,11,29,27,5,4,3,3,0,0,"01/02"
"D1","09/02/02","Werder Bremen","Kaiserslautern",1,0,"H",0,0,"D",16,5,16,15,11,1,2,4,0,0,"01/02"
"D1","09/02/02","Schalke 04","St Pauli",4,0,"H",2,0,"H",26,4,19,18,7,3,3,3,0,1,"01/02"
"D1","09/02/02","Leverkusen","M'gladbach",5,0,"H",3,0,"H",14,9,14,14,11,4,4,2,0,1,"01/02"
"D1","09/02/02","Hertha","Stuttgart",2,0,"H",2,0,"H",9,11,24,20,4,0,1,3,0,1,"01/02"
"D1","09/02/02","Hansa Rostock","Freiburg",4,0,"H",2,0,"H",16,5,15,20,6,5,2,1,0,0,"01/02"
"D1","09/02/02","Bayern Munich","Dortmund",1,1,"D",0,0,"D",20,17,20,17,2,5,4,2,0,0,"01/02"
"D1","06/02/02","St Pauli","Bayern Munich",2,1,"H",2,0,"H",17,12,24,17,8,11,3,2,0,0,"01/02"
"D1","06/02/02","Leverkusen","Schalke 04",0,1,"A",0,0,"D",26,5,12,27,8,0,2,5,0,0,"01/02"
"D1","06/02/02","Kaiserslautern","Hamburg",2,2,"D",1,1,"D",22,9,16,24,10,2,1,2,0,0,"01/02"
"D1","06/02/02","Dortmund","Hansa Rostock",2,0,"H",0,0,"D",18,7,16,16,6,0,1,3,0,0,"01/02"
"D1","05/02/02","Stuttgart","Nurnberg",2,3,"A",1,2,"A",9,12,18,15,12,4,1,2,0,1,"01/02"
"D1","05/02/02","Munich 1860","Werder Bremen",3,1,"H",1,1,"D",16,15,20,17,5,3,3,3,0,0,"01/02"
"D1","05/02/02","M'gladbach","FC Koln",4,0,"H",0,0,"D",19,11,19,17,6,2,2,4,0,0,"01/02"
"D1","05/02/02","Freiburg","Wolfsburg",0,0,"D",0,0,"D",8,14,8,15,7,5,1,1,0,0,"01/02"
"D1","05/02/02","Cottbus","Hertha",1,0,"H",0,0,"D",18,13,23,33,1,7,1,2,0,0,"01/02"
"D1","03/02/02","Hansa Rostock","St Pauli",1,0,"H",0,0,"D",16,9,19,18,9,7,0,3,0,0,"01/02"
"D1","03/02/02","Bayern Munich","Leverkusen",2,0,"H",0,0,"D",16,7,28,25,3,0,3,2,0,0,"01/02"
